SeqName	Description
Gene_003598	hypothetical protein pbra 004330
Gene_003599	luminal-binding 5
Gene_003600	zinc finger ring-type domain containing
Gene_003601	rieske domain-containing
Gene_003602	domain containing
Gene_003605	l-rhamnose-binding lectin elel-1-like
Gene_003611	atpase
Gene_003612	hypothetical protein pbra 004339
Gene_003613	ef hand family
Gene_003614	hypothetical protein pbra 004342
Gene_003615	hypothetical protein pbra 004342
Gene_003616	hypothetical protein pbra 004343
Gene_003617	hypothetical protein pbra 004343
Gene_003619	epsin-2-like isoform x2
Gene_003620	hypothetical protein pbra 004344
Gene_003621	ankyrin repeat
Gene_003622	nad-dependent deacetylase
Gene_003625	30s ribosomal s16
Gene_003626	mitogen-activated kinase kinase 6 isoform x2
Gene_003627	phosphatidate cytidylyltransferase
Gene_003628	hypothetical protein pbra 004350
Gene_003629	thimet oligopeptidase-like
Gene_003630	pre-mrna-splicing factor syf1
Gene_003631	peptidyl-prolyl cis-trans isomerase cyp59 isoform x1
Gene_003632	mfs transporter
Gene_003633	coiled-coil domain-containing 15-like
Gene_003634	2-acylglycerol o-acyltransferase 1
Gene_003635	hypothetical protein pbra 004356
Gene_003636	saicar synthase
Gene_003637	serine threonine-kinase nek1-like
Gene_003639	palmitoyl-thioesterase 3
Gene_003640	beta-galactosidase 7
Gene_003641	acyl-oxidase
Gene_003643	insulin-degrading enzyme-like isoform x2
Gene_003644	hypothetical protein pbra 004362
Gene_003645	hypothetical protein pbra 004363
Gene_003646	rjl family gtpase
Gene_003647	hypothetical protein pbra 004365
Gene_003648	chy and ring finger domain-containing
Gene_003649	transcription elongation factor spt5 isoform x2
Gene_003650	transcription elongation factor spt5-like
Gene_003651	hypothetical protein pbra 004367
Gene_003652	aurora kinase c
Gene_003653	serine threonine kinase
Gene_003654	hypothetical protein pbra 004369
Gene_003655	hypothetical protein pbra 004370
Gene_003658	hypothetical protein pbra 004371
Gene_003659	hypothetical protein pbra 004372
Gene_003661	hypothetical protein pbra 004373
Gene_003662	hypothetical protein pbra 004373
Gene_003664	phospholipase a-2-activating
Gene_003665	hypothetical protein pbra 004375
Gene_003666	wd40 repeat
Gene_003667	disrupted in renal carcinoma 2 homolog
Gene_003668	nhl repeat containing
Gene_003670	hypothetical protein h310 09486
Gene_003671	hypothetical protein pbra 004378
Gene_003672	heat repeat-containing 3-like
Gene_003673	u-box domain-containing 50 isoform x2
Gene_003675	extracellular solute-binding family 1
Gene_003677	adenylate guanylate cyclase
Gene_003678	dna helicase ino80
Gene_003679	hypothetical protein pbra 004381
Gene_003680	hedgehog
Gene_003681	lecithin:cholesterol acyltransferase-domain-containing
Gene_003682	zinc c3hc4 type (ring finger) domain containing
Gene_003683	soss complex subunit b2-like
Gene_003684	origin recognition complex subunit 4 isoform x1
Gene_003686	ubiquitin carboxyl-terminal hydrolase 5 isoform x4
Gene_003687	receptor-interacting serine-threonine kinase
Gene_003688	wd40 repeat-containing
Gene_003689	n-acetyltransferase
Gene_003690	dna-directed rna polymerase i subunit rpa43
Gene_003692	hypothetical protein pbra 009652
Gene_003693	hypothetical protein pbra 005781
Gene_003694	vesicle-associated membrane
Gene_003695	hypothetical protein pbra 009681
Gene_003698	acyl-coenzyme a thioesterase 13
Gene_003699	t-complex alpha subunit
Gene_003700	subfamily c member 3
Gene_003701	hypothetical protein pbra 006956
Gene_003702	hypothetical protein pbra 006955
Gene_003703	denn domain-containing 2c
Gene_003704	70 kda peptidyl-prolyl isomerase-like
Gene_003705	very-long-chain 3-oxoacyl-reductase
Gene_003707	copii coat
Gene_003708	glycosyl hydrolase
Gene_003709	hypothetical protein pbra 006950
Gene_003710	duf1771-domain-containing
Gene_003711	isochorismatase hydrolase
Gene_003712	small rna degrading nuclease 5 isoform x1
Gene_003713	glycosyl hydrolase
Gene_003715	hypothetical protein pbra 006946
Gene_003716	hypothetical protein pbra 006945
Gene_003717	fad-dependent monooxygenase
Gene_003718	leucine-rich repeat-containing
Gene_003719	hypothetical protein pbra 006942
Gene_003721	pumilio homolog 12-like
Gene_003723	hypothetical protein paxindraft 103050
Gene_003724	chromobox homolog 2
Gene_003725	retrotransposon nucleocapsid
Gene_003726	hypothetical protein pbra 009454
Gene_003727	hypothetical protein pbra 001014; partial
Gene_003728	hypothetical protein pbra 006939
Gene_003730	hypothetical protein pbra 009641
Gene_003731	beta-galactosidase 10
Gene_003733	elmo domain-containing 1 isoform x1
Gene_003734	hypothetical protein pbra 006936; partial
Gene_003736	hypothetical protein pbra 006935
Gene_003737	dna topoisomerase
Gene_003738	probable atp-dependent rna helicase ddx60
Gene_003739	hypothetical protein pbra 006932
Gene_003740	hypothetical protein pbra 006931
Gene_003742	timeless homolog
Gene_003743	duf455 domain-containing
Gene_003746	duf561 domain-containing
Gene_003748	rna polymerase ii subunit 5-mediating homolog isoform x1
Gene_003749	chromo domain-containing
Gene_003750	hypothetical protein pbra 006925
Gene_003751	snf2 family n-terminal domain-domain-containing
Gene_003752	hypothetical protein pbra 006922
Gene_003753	involucrin repeat-containing
Gene_003756	hypothetical protein pbra 006921
Gene_003757	hypothetical protein pbra 006921
Gene_003758	hypothetical protein pbra 006919
Gene_003760	hypothetical protein pbra 006918
Gene_003761	hypothetical protein pbra 006917
Gene_003762	hypothetical protein pbra 006917
Gene_003763	thioesterase family
Gene_003764	hypothetical protein pbra 006917
Gene_003765	ribosomal l4
Gene_003766	regulator of chromosome condensation-like
Gene_003767	hypothetical protein pbra 006914
Gene_003768	hypothetical protein pbra 006913
Gene_003769	hypothetical protein pbra 006912
Gene_003770	hypothetical protein pbra 006911
Gene_003771	phosphoserine transaminase
Gene_003772	arginine n-methyltransferase 3
Gene_003773	tyrosyl-trna synthetase
Gene_003774	hypothetical protein pbra 006907
Gene_003775	tubby homolog isoform x4
Gene_003776	hypothetical protein pbra 006905
Gene_003777	hypothetical protein pbra 006905
Gene_003779	phospholipid-transporting atpase
Gene_003780	hypothetical protein pbra 002639
Gene_003781	hypothetical protein pbra 006902
Gene_003783	mitotic-spindle organizing 1
Gene_003785	hypothetical protein pbra 006898
Gene_003786	hypothetical protein pbra 006899
Gene_003787	tetratricopeptide repeat
Gene_003788	hypothetical protein pbra 007664
Gene_003789	hypothetical protein pbra 006896
Gene_003791	ankyrin repeat
Gene_003792	hypothetical protein pbra 006894
Gene_003794	chitin synthase d
Gene_003797	trna-splicing ligase homolog
Gene_003798	archease isoform x1
Gene_003799	hypothetical protein pbra 006890
Gene_003800	tetratricopeptide repeat domain 27
Gene_003801	wd repeat-containing 5
Gene_003802	vacuolar fusion mon1 homolog a
Gene_003803	hypothetical protein pbra 006886
Gene_003804	hypothetical protein pbra 006639
Gene_003805	probable rna methyltransferase cg11342
Gene_003806	eukaryotic translation initiation factor 3 subunit k
Gene_003807	histone demethylase
Gene_003808	hypothetical protein pbra 006883
Gene_003809	hypothetical protein pbra 006882
Gene_003810	hypothetical protein pbra 006881
Gene_003811	dead-box atp-dependent rna helicase 56-like
Gene_003812	n(6)-adenine-specific dna methyltransferase 2
Gene_003813	hydroxylase
Gene_003814	pyridine nucleotide-disulfide oxidoreductase
Gene_003815	hypothetical protein pbra 006877
Gene_003816	cysteine ase
Gene_003817	leucine-rich repeat-containing 15
Gene_003818	mitochondrial pet127-domain-containing
Gene_003819	peptidyl-prolyl cis-trans cyclophilin-type
Gene_003820	dna primase large subunit
Gene_003821	hypothetical protein pbra 006871
Gene_003822	rfc like checkpoint rad17
Gene_003823	mitochondrial thiamine pyrophosphate carrier
Gene_003824	zinc c2h2 type family (macronuclear)
Gene_003825	hypothetical protein pbra 006867
Gene_003826	hypothetical protein pbra 006866
Gene_003827	hypothetical protein pbra 006864
Gene_003828	hypothetical protein pbra 006864
Gene_003829	hypothetical protein pbra 006864
Gene_003830	hypothetical protein pbra 006863
Gene_003831	lysosomal beta glucosidase
Gene_003832	aspartyl protease family a01a
Gene_003833	hypothetical protein pbra 006861
Gene_003834	hypothetical protein pbra 006449
Gene_003835	probable e3 ubiquitin-ligase xerico
Gene_003836	nadp-dependent oxidoreductase
Gene_003837	mfs general substrate transporter
Gene_003839	interphotoreceptor matrix proteoglycan 1-like
Gene_003840	hypothetical protein pbra 007664
Gene_003842	snf2 family nterminal domain containing
Gene_003843	phosphatase 2c
Gene_003844	probable phosphatase 2c isoform x2
Gene_003845	hypothetical protein pbra 006853
Gene_003846	tripeptidyl-peptidase 1
Gene_003847	hypothetical protein pbra 006851
Gene_003849	hypothetical protein pbra 009553
Gene_003850	hypothetical protein pbra 009502
Gene_003851	hypothetical protein pbra 006849
Gene_003852	hypothetical protein pbra 002986
Gene_003853	hypothetical protein pbra 009702
Gene_003855	hypothetical protein pbra 008893
Gene_003856	ap-2 complex subunit mu
Gene_003857	tnf receptor-associated factor 3-like
Gene_003858	d-box atp-dependent rna helicase d 1 isoform x2
Gene_003859	peptidyl-trna hydrolase mitochondrial
Gene_003860	camkk kinase
Gene_003861	hypothetical protein pbra 008899
Gene_003863	hypothetical protein pbra 008901
Gene_003864	hypothetical protein pbra 008901
Gene_003865	camp-dependent kinase regulatory
Gene_003867	serine threonine-kinase 4-like isoform x2
Gene_003868	hypothetical protein pbra 008904
Gene_003869	duf2062 domain-containing
Gene_003870	hypothetical protein pbra 008906
Gene_003871	hypothetical protein pbra 008907
Gene_003872	trafficking particle complex subunit 3
Gene_003874	circumsporozoite (cs)
Gene_003875	coatomer subunit epsilon
Gene_003876	lysosomal pro-x carboxypeptidase-like
Gene_003877	hypothetical protein pbra 008912
Gene_003878	hypothetical protein pbra 008913
Gene_003879	hypothetical protein pbra 008914
Gene_003880	fad-binding domain-containing
Gene_003881	alpha beta hydrolase
Gene_003883	oxysterol binding family
Gene_003884	voltage-dependent anion-selective channel
Gene_003885	hypothetical protein pbra 008919
Gene_003886	hypothetical protein pbra 008920
Gene_003887	leucine zipper ef-hand transmembrane
Gene_003888	hypothetical protein pbra 008922
Gene_003889	hormone sensitive
Gene_003890	domain containing
Gene_003891	dna helicase
Gene_003892	hypothetical protein pbra 008926
Gene_003893	vacuolar sorting-associated 41 homolog isoform x2
Gene_003894	radial spoke head 14 homolog
Gene_003895	hypothetical protein pbra 008929
Gene_003896	alpha-mannosidase i mns5
Gene_003897	hypothetical protein pbra 008931
Gene_003898	hypothetical protein pbra 008932
Gene_003899	hypothetical protein pbra 004225
Gene_003900	hypothetical protein pbra 002345
Gene_003901	hypothetical protein pbra 008774; partial
Gene_003902	transcription factor s
Gene_003903	hypothetical protein pbra 002347
Gene_003904	hypothetical protein pbra 002348
Gene_003905	ubiquitin-40s ribosomal s27a
Gene_003906	hypothetical protein pbra 002350
Gene_003907	proteasome subunit beta type
Gene_003908	pentatricopeptide repeat-containing at1g63330-like isoform x1
Gene_003909	s53302h+-exporting atpase (ec ) (clone haa13)-golden alga (heterosigma akashiwo)
Gene_003910	rab9 effector with kelch motifs-like
Gene_003913	formation of crista junctions 1
Gene_003914	23s rrna methyltransferase
Gene_003916	hypothetical protein pbra 002359
Gene_003917	elmo ced12 family
Gene_003919	domain containing
Gene_003920	glycoside hydrolase
Gene_003921	hypothetical protein pbra 000413
Gene_003923	glycoside hydrolase
Gene_003925	hypothetical protein pbra 002363
Gene_003926	15-hydroxyprostaglandin dehydrogenase [nad(+)]
Gene_003927	hypothetical protein pbra 002364
Gene_003928	hypothetical protein pbra 002364
Gene_003929	cmgc mapk kinase
Gene_003931	nuclear pore complex nup93-like
Gene_003932	hypothetical protein pbra 002368
Gene_003934	rtx toxin
Gene_003935	hypothetical protein pbra 002371
Gene_003936	hypothetical protein pbra 002372
Gene_003937	h aca ribonucleo complex subunit 4
Gene_003938	ubiquitin thioesterase otubain-like
Gene_003939	regulator of g-signaling 20-like isoform x4
Gene_003940	hypothetical protein pbra 002377
Gene_003941	hypothetical protein pbra 002378
Gene_003942	hypothetical protein pbra 002378
Gene_003943	inhibitor of growth 5
Gene_003944	uracil phosphoribosyltransferase
Gene_003945	non-structural maintenance of chromosomes element 3 homolog
Gene_003946	hypothetical protein pbra 003404
Gene_003947	hypothetical protein pbra 002384
Gene_003948	ring finger 11
Gene_003949	papain family cysteine protease
Gene_003950	probable lysosomal cobalamin transporter isoform x2
Gene_003951	nitrogen permease regulator 2
Gene_003952	npr2 family
Gene_003953	intra-mitochondrial sorting
Gene_003954	type iii polyketide synthase
Gene_003955	rna-binding domain-containing
Gene_003956	hypothetical protein pbra 002390
Gene_003957	calmodulin 3b (phosphorylase delta)
Gene_003958	rna pseudouridine synthase 7
Gene_003959	sodium hydrogen exchanger
Gene_003960	alcohol dehydrogenase
Gene_003961	hypothetical protein pbra 002397
Gene_003962	ring zinc finger-containing
Gene_003963	pex12 amino terminal region-domain-containing
Gene_003964	peroxisome assembly 12
Gene_003965	hypothetical protein pbra 002400
Gene_003966	hypothetical protein pbra 002401
Gene_003967	hypothetical protein pbra 002402
Gene_003970	lysosomal alpha-n-acetyl glucosaminidase
Gene_003971	hypothetical protein pbra 002404
Gene_003972	mediator of dna damage checkpoint 1
Gene_003973	hypothetical protein pbra 002405
Gene_003974	hypothetical protein pbra 002406
Gene_003975	hypothetical protein pbra 002406
Gene_003977	hypothetical protein pbra 002408
Gene_003978	coiled-coil and c2 domain-containing
Gene_003979	dynein light chain tctex-type
Gene_003980	dynein light chain tctex-type 1
Gene_003981	gpi mannosyltransferase 3
Gene_003982	cohesin complex subunit scc1
Gene_003983	hypothetical protein pbra 002412
Gene_003984	hypothetical protein pbra 002412
Gene_003985	wd-40 repeat family
Gene_003986	uncharacterized wd repeat-containing-like
Gene_003987	uncharacterized wd repeat-containing-like
Gene_003988	exosome complex exonuclease mtr3
Gene_003989	hypothetical protein pbra 002415
Gene_003990	hypothetical protein pbra 002416
Gene_003991	ubiquitin-conjugating enzyme e2 j2-like
Gene_003992	inositol oxygenase 4-like
Gene_003993	hypothetical protein pbra 002419
Gene_003994	hypothetical protein
Gene_003996	translation initiation factor sui1
Gene_003997	ubiquitin-conjugating enzyme e2 5
Gene_003998	origin of replication complex subunit 6
Gene_003999	hypothetical protein pbra 002423
Gene_004003	zinc finger 420-like isoform x1
Gene_004004	gastrula zinc finger-like
Gene_004007	glutathione s-transferase
Gene_004008	hypothetical protein pbra 002427
Gene_004009	pas domain s-box
Gene_004010	methenyltetrahydrofolate cyclohydrolase
Gene_004011	probable phosphatase 2c 49
Gene_004012	probable phosphatase 2c 59
Gene_004013	ubiquitin carboxyl-terminal hydrolase 23-like
